@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
242,'2022/08/22 14:02:51:330',2,-51.621201,110.438446,-1.376992,-35.002476,-30.43989,-19.102377,-22.257025,-21.42593,-5.546099,-0.712262,-19.189966,-19.09206,-16.205486,-2.981282,-11.618651,-6.146692,-4.721498,-12.340558,-14.36582,-0.963187,11.679461,3.935032,0.730363,12.374001,10.554102,2.512813,2
243,'2022/08/22 14:02:51:330',2,-51.621201,110.438446,-1.376992,-35.002476,-30.43989,-19.102377,-22.257025,-21.42593,-5.546099,-0.712262,-19.189966,-19.09206,-16.205486,-2.981282,-11.618651,-6.146692,-4.721498,-12.340558,-14.36582,-0.963187,11.679461,3.935032,0.730363,12.374001,10.554102,2.512813,2
244,'2022/08/22 14:02:51:335',2,-51.621201,110.438446,-1.376992,-35.002476,-30.43989,-19.102377,-22.257025,-21.42593,-5.546099,-0.712262,-19.189966,-19.09206,-16.205486,-2.981282,-11.618651,-6.146692,-4.721498,-12.340558,-14.36582,-0.963187,11.679461,3.935032,0.730363,12.374001,10.554102,2.512813,2
245,'2022/08/22 14:02:51:335',2,-57.747395,111.812378,5.463252,-37.971851,-31.321213,-19.748871,-18.700386,-18.886438,-6.450017,-0.660491,-18.523264,-19.66353,-15.761632,-2.089789,-9.084738,-7.903991,-8.294988,-9.841378,-15.369585,1.458146,12.123829,2.009229,0.684434,11.615406,10.209453,3.778741,2
246,'2022/08/22 14:02:51:335',2,-57.747395,111.812378,5.463252,-37.971851,-31.321213,-19.748871,-18.700386,-18.886438,-6.450017,-0.660491,-18.523264,-19.66353,-15.761632,-2.089789,-9.084738,-7.903991,-8.294988,-9.841378,-15.369585,1.458146,12.123829,2.009229,0.684434,11.615406,10.209453,3.778741,2
247,'2022/08/22 14:02:51:346',2,-57.747395,111.812378,5.463252,-37.971851,-31.321213,-19.748871,-18.700386,-18.886438,-6.450017,-0.660491,-18.523264,-19.66353,-15.761632,-2.089789,-9.084738,-7.903991,-8.294988,-9.841378,-15.369585,1.458146,12.123829,2.009229,0.684434,11.615406,10.209453,3.778741,2
248,'2022/08/22 14:02:51:346',2,-54.753841,111.436348,1.54188,-36.229191,-27.951155,-19.510765,-15.153439,-20.347422,-6.543364,0.020863,-16.96294,-18.634575,-15.487298,-0.372663,-8.819167,-6.804824,-9.091833,-9.567777,-13.325649,1.950283,11.362187,3.217171,1.707771,11.272265,8.730453,6.437412,2
249,'2022/08/22 14:02:51:346',2,-54.753841,111.436348,1.54188,-36.229191,-27.951155,-19.510765,-15.153439,-20.347422,-6.543364,0.020863,-16.96294,-18.634575,-15.487298,-0.372663,-8.819167,-6.804824,-9.091833,-9.567777,-13.325649,1.950283,11.362187,3.217171,1.707771,11.272265,8.730453,6.437412,2
250,'2022/08/22 14:02:51:346',2,-54.753841,111.436348,1.54188,-36.229191,-27.951155,-19.510765,-15.153439,-20.347422,-6.543364,0.020863,-16.96294,-18.634575,-15.487298,-0.372663,-8.819167,-6.804824,-9.091833,-9.567777,-13.325649,1.950283,11.362187,3.217171,1.707771,11.272265,8.730453,6.437412,2
251,'2022/08/22 14:02:51:358',2,-54.753841,111.436348,1.54188,-36.229191,-27.951155,-19.510765,-15.153439,-20.347422,-6.543364,0.020863,-16.96294,-18.634575,-15.487298,-0.372663,-8.819167,-6.804824,-9.091833,-9.567777,-13.325649,1.950283,11.362187,3.217171,1.707771,11.272265,8.730453,6.437412,2
252,'2022/08/22 14:02:51:358',2,-49.254189,109.141808,-0.557719,-35.434402,-25.262377,-16.745312,-17.137543,-17.447182,-5.411446,0.05751,-18.583942,-19.224895,-13.124589,1.623551,-8.430913,-8.744344,-5.245351,-11.727702,-12.790317,1.420398,14.350856,3.09466,0.191672,11.540727,9.511574,7.784518,2
253,'2022/08/22 14:02:51:358',2,-49.254189,109.141808,-0.557719,-35.434402,-25.262377,-16.745312,-17.137543,-17.447182,-5.411446,0.05751,-18.583942,-19.224895,-13.124589,1.623551,-8.430913,-8.744344,-5.245351,-11.727702,-12.790317,1.420398,14.350856,3.09466,0.191672,11.540727,9.511574,7.784518,2
254,'2022/08/22 14:02:51:359',2,-49.254189,109.141808,-0.557719,-35.434402,-25.262377,-16.745312,-17.137543,-17.447182,-5.411446,0.05751,-18.583942,-19.224895,-13.124589,1.623551,-8.430913,-8.744344,-5.245351,-11.727702,-12.790317,1.420398,14.350856,3.09466,0.191672,11.540727,9.511574,7.784518,2
255,'2022/08/22 14:02:51:372',2,-49.254189,109.141808,-0.557719,-35.434402,-25.262377,-16.745312,-17.137543,-17.447182,-5.411446,0.05751,-18.583942,-19.224895,-13.124589,1.623551,-8.430913,-8.744344,-5.245351,-11.727702,-12.790317,1.420398,14.350856,3.09466,0.191672,11.540727,9.511574,7.784518,2
256,'2022/08/22 14:02:51:372',2,-51.806129,105.764351,0.969875,-37.13475,-23.409163,-14.232583,-17.446775,-17.578144,-3.613148,-1.493309,-17.165596,-21.417885,-15.106442,1.901386,-5.277939,-8.936083,-10.196095,-10.205357,-12.749574,0.128924,14.472759,5.945246,1.619273,10.25857,8.546112,9.123659,2
257,'2022/08/22 14:02:51:372',2,-51.806129,105.764351,0.969875,-37.13475,-23.409163,-14.232583,-17.446775,-17.578144,-3.613148,-1.493309,-17.165596,-21.417885,-15.106442,1.901386,-5.277939,-8.936083,-10.196095,-10.205357,-12.749574,0.128924,14.472759,5.945246,1.619273,10.25857,8.546112,9.123659,2
258,'2022/08/22 14:02:51:381',2,-51.806129,105.764351,0.969875,-37.13475,-23.409163,-14.232583,-17.446775,-17.578144,-3.613148,-1.493309,-17.165596,-21.417885,-15.106442,1.901386,-5.277939,-8.936083,-10.196095,-10.205357,-12.749574,0.128924,14.472759,5.945246,1.619273,10.25857,8.546112,9.123659,2
259,'2022/08/22 14:02:51:383',2,-53.096272,106.802544,-0.673527,-32.919567,-20.71245,-15.244252,-19.450453,-17.182438,-3.444962,4.189771,-17.154169,-27.086845,-14.856398,6.468917,-4.922371,-10.514818,-8.12451,-9.214758,-13.697953,3.769868,14.454055,4.782853,3.231648,8.145033,12.392124,7.404759,2
260,'2022/08/22 14:02:51:383',2,-53.096272,106.802544,-0.673527,-32.919567,-20.71245,-15.244252,-19.450453,-17.182438,-3.444962,4.189771,-17.154169,-27.086845,-14.856398,6.468917,-4.922371,-10.514818,-8.12451,-9.214758,-13.697953,3.769868,14.454055,4.782853,3.231648,8.145033,12.392124,7.404759,2
261,'2022/08/22 14:02:51:383',2,-53.096272,106.802544,-0.673527,-32.919567,-20.71245,-15.244252,-19.450453,-17.182438,-3.444962,4.189771,-17.154169,-27.086845,-14.856398,6.468917,-4.922371,-10.514818,-8.12451,-9.214758,-13.697953,3.769868,14.454055,4.782853,3.231648,8.145033,12.392124,7.404759,2
262,'2022/08/22 14:02:51:392',2,-53.096272,106.802544,-0.673527,-32.919567,-20.71245,-15.244252,-19.450453,-17.182438,-3.444962,4.189771,-17.154169,-27.086845,-14.856398,6.468917,-4.922371,-10.514818,-8.12451,-9.214758,-13.697953,3.769868,14.454055,4.782853,3.231648,8.145033,12.392124,7.404759,2
263,'2022/08/22 14:02:51:392',2,-51.507584,107.75724,-1.853132,-36.143684,-22.421034,-11.13201,-14.584947,-20.747667,-6.822196,2.264577,-15.789883,-25.087992,-14.513949,6.08216,-8.272642,-14.241919,-8.854972,-5.057366,-10.222729,0.427566,11.841039,5.726326,3.763885,11.112405,13.610828,5.843604,2
264,'2022/08/22 14:02:51:393',2,-51.507584,107.75724,-1.853132,-36.143684,-22.421034,-11.13201,-14.584947,-20.747667,-6.822196,2.264577,-15.789883,-25.087992,-14.513949,6.08216,-8.272642,-14.241919,-8.854972,-5.057366,-10.222729,0.427566,11.841039,5.726326,3.763885,11.112405,13.610828,5.843604,2
265,'2022/08/22 14:02:51:393',2,-51.507584,107.75724,-1.853132,-36.143684,-22.421034,-11.13201,-14.584947,-20.747667,-6.822196,2.264577,-15.789883,-25.087992,-14.513949,6.08216,-8.272642,-14.241919,-8.854972,-5.057366,-10.222729,0.427566,11.841039,5.726326,3.763885,11.112405,13.610828,5.843604,2
266,'2022/08/22 14:02:51:404',2,-51.507584,107.75724,-1.853132,-36.143684,-22.421034,-11.13201,-14.584947,-20.747667,-6.822196,2.264577,-15.789883,-25.087992,-14.513949,6.08216,-8.272642,-14.241919,-8.854972,-5.057366,-10.222729,0.427566,11.841039,5.726326,3.763885,11.112405,13.610828,5.843604,2
267,'2022/08/22 14:02:51:404',2,-44.346207,106.343285,-4.279256,-36.812706,-19.488815,-8.904367,-9.882143,-21.956743,-7.501704,2.949325,-15.977555,-22.366968,-15.165264,4.476631,-7.227799,-15.114264,-6.543452,-5.005362,-12.038836,3.448299,10.92463,4.979176,6.521083,14.517752,15.921938,4.13369,2
268,'2022/08/22 14:02:51:405',2,-44.346207,106.343285,-4.279256,-36.812706,-19.488815,-8.904367,-9.882143,-21.956743,-7.501704,2.949325,-15.977555,-22.366968,-15.165264,4.476631,-7.227799,-15.114264,-6.543452,-5.005362,-12.038836,3.448299,10.92463,4.979176,6.521083,14.517752,15.921938,4.13369,2
269,'2022/08/22 14:02:51:405',2,-44.346207,106.343285,-4.279256,-36.812706,-19.488815,-8.904367,-9.882143,-21.956743,-7.501704,2.949325,-15.977555,-22.366968,-15.165264,4.476631,-7.227799,-15.114264,-6.543452,-5.005362,-12.038836,3.448299,10.92463,4.979176,6.521083,14.517752,15.921938,4.13369,2
270,'2022/08/22 14:02:51:415',2,-37.705463,109.209602,-12.079149,-38.263794,-15.259935,-8.649283,-15.643179,-17.867348,-9.251977,3.841115,-18.939631,-24.908129,-10.243418,3.979525,-8.294145,-12.399708,-6.76685,-6.795203,-12.076899,2.863499,13.219839,3.345043,3.628122,17.137409,13.753016,6.869516,2
271,'2022/08/22 14:02:51:415',2,-37.705463,109.209602,-12.079149,-38.263794,-15.259935,-8.649283,-15.643179,-17.867348,-9.251977,3.841115,-18.939631,-24.908129,-10.243418,3.979525,-8.294145,-12.399708,-6.76685,-6.795203,-12.076899,2.863499,13.219839,3.345043,3.628122,17.137409,13.753016,6.869516,2
272,'2022/08/22 14:02:51:416',2,-37.705463,109.209602,-12.079149,-38.263794,-15.259935,-8.649283,-15.643179,-17.867348,-9.251977,3.841115,-18.939631,-24.908129,-10.243418,3.979525,-8.294145,-12.399708,-6.76685,-6.795203,-12.076899,2.863499,13.219839,3.345043,3.628122,17.137409,13.753016,6.869516,2
273,'2022/08/22 14:02:51:427',2,-37.705463,109.209602,-12.079149,-38.263794,-15.259935,-8.649283,-15.643179,-17.867348,-9.251977,3.841115,-18.939631,-24.908129,-10.243418,3.979525,-8.294145,-12.399708,-6.76685,-6.795203,-12.076899,2.863499,13.219839,3.345043,3.628122,17.137409,13.753016,6.869516,2
274,'2022/08/22 14:02:51:427',2,-40.212322,106.998566,-10.641422,-35.990993,-20.560545,-12.125892,-12.268894,-21.042444,-7.394791,3.401417,-20.604568,-24.652012,-11.177582,3.915864,-7.620688,-12.147965,-8.560647,-6.838301,-13.507883,3.065926,14.48259,3.470679,1.971053,15.066425,15.482173,5.950661,2
275,'2022/08/22 14:02:51:427',2,-40.212322,106.998566,-10.641422,-35.990993,-20.560545,-12.125892,-12.268894,-21.042444,-7.394791,3.401417,-20.604568,-24.652012,-11.177582,3.915864,-7.620688,-12.147965,-8.560647,-6.838301,-13.507883,3.065926,14.48259,3.470679,1.971053,15.066425,15.482173,5.950661,2
276,'2022/08/22 14:02:51:428',2,-40.212322,106.998566,-10.641422,-35.990993,-20.560545,-12.125892,-12.268894,-21.042444,-7.394791,3.401417,-20.604568,-24.652012,-11.177582,3.915864,-7.620688,-12.147965,-8.560647,-6.838301,-13.507883,3.065926,14.48259,3.470679,1.971053,15.066425,15.482173,5.950661,2
277,'2022/08/22 14:02:51:438',2,-40.212322,106.998566,-10.641422,-35.990993,-20.560545,-12.125892,-12.268894,-21.042444,-7.394791,3.401417,-20.604568,-24.652012,-11.177582,3.915864,-7.620688,-12.147965,-8.560647,-6.838301,-13.507883,3.065926,14.48259,3.470679,1.971053,15.066425,15.482173,5.950661,2
278,'2022/08/22 14:02:51:439',2,-44.294323,107.29187,-6.756674,-37.281719,-20.656776,-10.359344,-11.474992,-18.216072,-5.9451,0.646874,-18.583658,-22.545927,-8.366848,4.706552,-10.611696,-8.744103,-5.498065,-8.600951,-12.756037,5.936487,14.519664,2.033831,2.875552,16.717815,18.861967,4.685307,2
279,'2022/08/22 14:02:51:439',2,-44.294323,107.29187,-6.756674,-37.281719,-20.656776,-10.359344,-11.474992,-18.216072,-5.9451,0.646874,-18.583658,-22.545927,-8.366848,4.706552,-10.611696,-8.744103,-5.498065,-8.600951,-12.756037,5.936487,14.519664,2.033831,2.875552,16.717815,18.861967,4.685307,2
280,'2022/08/22 14:02:51:439',2,-44.294323,107.29187,-6.756674,-37.281719,-20.656776,-10.359344,-11.474992,-18.216072,-5.9451,0.646874,-18.583658,-22.545927,-8.366848,4.706552,-10.611696,-8.744103,-5.498065,-8.600951,-12.756037,5.936487,14.519664,2.033831,2.875552,16.717815,18.861967,4.685307,2
281,'2022/08/22 14:02:51:450',2,-44.294323,107.29187,-6.756674,-37.281719,-20.656776,-10.359344,-11.474992,-18.216072,-5.9451,0.646874,-18.583658,-22.545927,-8.366848,4.706552,-10.611696,-8.744103,-5.498065,-8.600951,-12.756037,5.936487,14.519664,2.033831,2.875552,16.717815,18.861967,4.685307,2
282,'2022/08/22 14:02:51:451',2,-42.527264,103.133385,-7.069089,-39.794476,-20.740494,-8.542452,-16.301939,-18.224564,-4.144423,-3.584383,-19.861971,-18.856153,-11.457326,5.06891,-12.219387,-8.769899,-6.474289,-10.091981,-11.287163,6.120162,11.288699,4.166328,2.633182,15.284531,19.132555,4.62031,2
283,'2022/08/22 14:02:51:451',2,-42.527264,103.133385,-7.069089,-39.794476,-20.740494,-8.542452,-16.301939,-18.224564,-4.144423,-3.584383,-19.861971,-18.856153,-11.457326,5.06891,-12.219387,-8.769899,-6.474289,-10.091981,-11.287163,6.120162,11.288699,4.166328,2.633182,15.284531,19.132555,4.62031,2
284,'2022/08/22 14:02:51:461',2,-42.527264,103.133385,-7.069089,-39.794476,-20.740494,-8.542452,-16.301939,-18.224564,-4.144423,-3.584383,-19.861971,-18.856153,-11.457326,5.06891,-12.219387,-8.769899,-6.474289,-10.091981,-11.287163,6.120162,11.288699,4.166328,2.633182,15.284531,19.132555,4.62031,2
285,'2022/08/22 14:02:51:462',2,-40.727009,106.081161,-8.647352,-39.082047,-17.027948,-7.723645,-15.627936,-18.748386,-4.047404,-2.605007,-18.800388,-19.022776,-9.281397,5.13758,-10.092831,-9.715954,-3.746626,-8.567204,-10.439939,6.013503,10.337477,4.691526,4.368307,16.165787,17.618359,5.658354,2
286,'2022/08/22 14:02:51:462',2,-40.727009,106.081161,-8.647352,-39.082047,-17.027948,-7.723645,-15.627936,-18.748386,-4.047404,-2.605007,-18.800388,-19.022776,-9.281397,5.13758,-10.092831,-9.715954,-3.746626,-8.567204,-10.439939,6.013503,10.337477,4.691526,4.368307,16.165787,17.618359,5.658354,2
287,'2022/08/22 14:02:51:462',2,-40.727009,106.081161,-8.647352,-39.082047,-17.027948,-7.723645,-15.627936,-18.748386,-4.047404,-2.605007,-18.800388,-19.022776,-9.281397,5.13758,-10.092831,-9.715954,-3.746626,-8.567204,-10.439939,6.013503,10.337477,4.691526,4.368307,16.165787,17.618359,5.658354,2
288,'2022/08/22 14:02:51:473',2,-40.727009,106.081161,-8.647352,-39.082047,-17.027948,-7.723645,-15.627936,-18.748386,-4.047404,-2.605007,-18.800388,-19.022776,-9.281397,5.13758,-10.092831,-9.715954,-3.746626,-8.567204,-10.439939,6.013503,10.337477,4.691526,4.368307,16.165787,17.618359,5.658354,2
289,'2022/08/22 14:02:51:473',2,-43.924953,104.044746,-7.905923,-37.157269,-19.752192,-7.913435,-10.340181,-23.096712,-3.465316,-1.712335,-20.236088,-18.890871,-12.0585,5.97674,-11.438551,-8.82551,-5.892567,-8.176907,-9.93417,3.459327,10.833608,5.79227,3.348513,16.880774,18.354628,5.572068,2
290,'2022/08/22 14:02:51:474',2,-43.924953,104.044746,-7.905923,-37.157269,-19.752192,-7.913435,-10.340181,-23.096712,-3.465316,-1.712335,-20.236088,-18.890871,-12.0585,5.97674,-11.438551,-8.82551,-5.892567,-8.176907,-9.93417,3.459327,10.833608,5.79227,3.348513,16.880774,18.354628,5.572068,2
291,'2022/08/22 14:02:51:474',2,-43.924953,104.044746,-7.905923,-37.157269,-19.752192,-7.913435,-10.340181,-23.096712,-3.465316,-1.712335,-20.236088,-18.890871,-12.0585,5.97674,-11.438551,-8.82551,-5.892567,-8.176907,-9.93417,3.459327,10.833608,5.79227,3.348513,16.880774,18.354628,5.572068,2
292,'2022/08/22 14:02:51:486',2,-43.924953,104.044746,-7.905923,-37.157269,-19.752192,-7.913435,-10.340181,-23.096712,-3.465316,-1.712335,-20.236088,-18.890871,-12.0585,5.97674,-11.438551,-8.82551,-5.892567,-8.176907,-9.93417,3.459327,10.833608,5.79227,3.348513,16.880774,18.354628,5.572068,2
293,'2022/08/22 14:02:51:487',2,-48.340508,102.792496,-7.221687,-33.626354,-21.70578,-7.962502,-11.961771,-21.265451,-5.894792,-4.271788,-19.263023,-19.820848,-11.618387,4.781067,-8.767669,-10.659625,-2.779005,-10.236587,-11.002698,5.836046,9.601081,4.469085,3.762085,17.365084,17.130886,5.188132,2
294,'2022/08/22 14:02:51:487',2,-48.340508,102.792496,-7.221687,-33.626354,-21.70578,-7.962502,-11.961771,-21.265451,-5.894792,-4.271788,-19.263023,-19.820848,-11.618387,4.781067,-8.767669,-10.659625,-2.779005,-10.236587,-11.002698,5.836046,9.601081,4.469085,3.762085,17.365084,17.130886,5.188132,2
295,'2022/08/22 14:02:51:487',2,-48.340508,102.792496,-7.221687,-33.626354,-21.70578,-7.962502,-11.961771,-21.265451,-5.894792,-4.271788,-19.263023,-19.820848,-11.618387,4.781067,-8.767669,-10.659625,-2.779005,-10.236587,-11.002698,5.836046,9.601081,4.469085,3.762085,17.365084,17.130886,5.188132,2
296,'2022/08/22 14:02:51:497',2,-48.340508,102.792496,-7.221687,-33.626354,-21.70578,-7.962502,-11.961771,-21.265451,-5.894792,-4.271788,-19.263023,-19.820848,-11.618387,4.781067,-8.767669,-10.659625,-2.779005,-10.236587,-11.002698,5.836046,9.601081,4.469085,3.762085,17.365084,17.130886,5.188132,2
297,'2022/08/22 14:02:51:497',2,-50.588955,100.41832,-7.790349,-31.959511,-20.638628,-12.44754,-11.378431,-22.144121,-6.817149,-4.116658,-21.591038,-17.850645,-11.328166,0.861153,-8.569412,-8.247823,-4.696359,-8.418777,-11.114291,5.244491,11.958426,0.343078,6.148332,14.636371,16.386063,3.648083,2
298,'2022/08/22 14:02:51:498',2,-50.588955,100.41832,-7.790349,-31.959511,-20.638628,-12.44754,-11.378431,-22.144121,-6.817149,-4.116658,-21.591038,-17.850645,-11.328166,0.861153,-8.569412,-8.247823,-4.696359,-8.418777,-11.114291,5.244491,11.958426,0.343078,6.148332,14.636371,16.386063,3.648083,2
299,'2022/08/22 14:02:51:498',2,-50.588955,100.41832,-7.790349,-31.959511,-20.638628,-12.44754,-11.378431,-22.144121,-6.817149,-4.116658,-21.591038,-17.850645,-11.328166,0.861153,-8.569412,-8.247823,-4.696359,-8.418777,-11.114291,5.244491,11.958426,0.343078,6.148332,14.636371,16.386063,3.648083,2
300,'2022/08/22 14:02:51:508',2,-50.588955,100.41832,-7.790349,-31.959511,-20.638628,-12.44754,-11.378431,-22.144121,-6.817149,-4.116658,-21.591038,-17.850645,-11.328166,0.861153,-8.569412,-8.247823,-4.696359,-8.418777,-11.114291,5.244491,11.958426,0.343078,6.148332,14.636371,16.386063,3.648083,2
301,'2022/08/22 14:02:51:508',2,-49.656982,97.47229,-3.970272,-31.533298,-20.936861,-11.101686,-12.079665,-17.405989,-7.278321,-3.796097,-20.706913,-17.070894,-13.092545,1.509543,-7.679468,-7.482075,-4.693425,-12.174658,-8.514009,6.672962,10.289474,3.250643,5.976554,16.14654,15.164616,4.093831,2
302,'2022/08/22 14:02:51:509',2,-49.656982,97.47229,-3.970272,-31.533298,-20.936861,-11.101686,-12.079665,-17.405989,-7.278321,-3.796097,-20.706913,-17.070894,-13.092545,1.509543,-7.679468,-7.482075,-4.693425,-12.174658,-8.514009,6.672962,10.289474,3.250643,5.976554,16.14654,15.164616,4.093831,2
303,'2022/08/22 14:02:51:520',2,-49.656982,97.47229,-3.970272,-31.533298,-20.936861,-11.101686,-12.079665,-17.405989,-7.278321,-3.796097,-20.706913,-17.070894,-13.092545,1.509543,-7.679468,-7.482075,-4.693425,-12.174658,-8.514009,6.672962,10.289474,3.250643,5.976554,16.14654,15.164616,4.093831,2
304,'2022/08/22 14:02:51:521',2,-50.227085,99.616127,-5.008337,-29.881649,-23.198578,-9.122953,-12.59461,-17.68429,-5.752088,-5.609979,-21.075197,-17.326948,-11.894184,1.267107,-6.430539,-9.840658,-6.313139,-9.305468,-9.367746,4.885409,10.213518,4.003872,4.401243,16.459095,16.414654,3.456126,2
305,'2022/08/22 14:02:51:521',2,-50.227085,99.616127,-5.008337,-29.881649,-23.198578,-9.122953,-12.59461,-17.68429,-5.752088,-5.609979,-21.075197,-17.326948,-11.894184,1.267107,-6.430539,-9.840658,-6.313139,-9.305468,-9.367746,4.885409,10.213518,4.003872,4.401243,16.459095,16.414654,3.456126,2
306,'2022/08/22 14:02:51:521',2,-50.227085,99.616127,-5.008337,-29.881649,-23.198578,-9.122953,-12.59461,-17.68429,-5.752088,-5.609979,-21.075197,-17.326948,-11.894184,1.267107,-6.430539,-9.840658,-6.313139,-9.305468,-9.367746,4.885409,10.213518,4.003872,4.401243,16.459095,16.414654,3.456126,2
307,'2022/08/22 14:02:51:531',2,-50.227085,99.616127,-5.008337,-29.881649,-23.198578,-9.122953,-12.59461,-17.68429,-5.752088,-5.609979,-21.075197,-17.326948,-11.894184,1.267107,-6.430539,-9.840658,-6.313139,-9.305468,-9.367746,4.885409,10.213518,4.003872,4.401243,16.459095,16.414654,3.456126,2
308,'2022/08/22 14:02:51:531',2,-49.691853,100.531876,-6.376444,-32.83971,-22.704868,-9.174184,-11.249561,-21.950304,-4.443971,-5.178043,-22.057049,-18.042639,-11.253133,3.049971,-9.629317,-9.89465,-5.249904,-8.543296,-9.66408,4.389994,10.725656,3.320825,4.22369,18.184893,15.761218,2.789051,2
309,'2022/08/22 14:02:51:532',2,-49.691853,100.531876,-6.376444,-32.83971,-22.704868,-9.174184,-11.249561,-21.950304,-4.443971,-5.178043,-22.057049,-18.042639,-11.253133,3.049971,-9.629317,-9.89465,-5.249904,-8.543296,-9.66408,4.389994,10.725656,3.320825,4.22369,18.184893,15.761218,2.789051,2
310,'2022/08/22 14:02:51:532',2,-49.691853,100.531876,-6.376444,-32.83971,-22.704868,-9.174184,-11.249561,-21.950304,-4.443971,-5.178043,-22.057049,-18.042639,-11.253133,3.049971,-9.629317,-9.89465,-5.249904,-8.543296,-9.66408,4.389994,10.725656,3.320825,4.22369,18.184893,15.761218,2.789051,2
311,'2022/08/22 14:02:51:543',2,-49.691853,100.531876,-6.376444,-32.83971,-22.704868,-9.174184,-11.249561,-21.950304,-4.443971,-5.178043,-22.057049,-18.042639,-11.253133,3.049971,-9.629317,-9.89465,-5.249904,-8.543296,-9.66408,4.389994,10.725656,3.320825,4.22369,18.184893,15.761218,2.789051,2
312,'2022/08/22 14:02:51:543',2,-50.6796,101.61084,-7.299963,-31.647604,-19.017454,-9.188663,-13.201853,-19.808506,-4.855655,-3.800198,-21.319368,-18.361828,-10.870655,3.751401,-5.657151,-10.524344,-3.43288,-7.873991,-9.219611,4.911741,10.484939,3.728011,6.77041,15.771912,14.760338,5.808076,2
313,'2022/08/22 14:02:51:543',2,-50.6796,101.61084,-7.299963,-31.647604,-19.017454,-9.188663,-13.201853,-19.808506,-4.855655,-3.800198,-21.319368,-18.361828,-10.870655,3.751401,-5.657151,-10.524344,-3.43288,-7.873991,-9.219611,4.911741,10.484939,3.728011,6.77041,15.771912,14.760338,5.808076,2
314,'2022/08/22 14:02:51:544',2,-50.6796,101.61084,-7.299963,-31.647604,-19.017454,-9.188663,-13.201853,-19.808506,-4.855655,-3.800198,-21.319368,-18.361828,-10.870655,3.751401,-5.657151,-10.524344,-3.43288,-7.873991,-9.219611,4.911741,10.484939,3.728011,6.77041,15.771912,14.760338,5.808076,2
315,'2022/08/22 14:02:51:555',2,-50.6796,101.61084,-7.299963,-31.647604,-19.017454,-9.188663,-13.201853,-19.808506,-4.855655,-3.800198,-21.319368,-18.361828,-10.870655,3.751401,-5.657151,-10.524344,-3.43288,-7.873991,-9.219611,4.911741,10.484939,3.728011,6.77041,15.771912,14.760338,5.808076,2
316,'2022/08/22 14:02:51:555',2,-49.526825,98.439842,-9.381701,-35.731773,-20.317286,-8.992482,-17.024975,-22.6217,-3.134586,-5.653273,-25.223597,-17.779921,-11.103629,-0.506513,-8.495231,-10.537512,-6.593434,-9.365113,-8.943628,3.20804,8.537995,4.752186,6.141974,14.790332,11.525651,5.950387,2
317,'2022/08/22 14:02:51:555',2,-49.526825,98.439842,-9.381701,-35.731773,-20.317286,-8.992482,-17.024975,-22.6217,-3.134586,-5.653273,-25.223597,-17.779921,-11.103629,-0.506513,-8.495231,-10.537512,-6.593434,-9.365113,-8.943628,3.20804,8.537995,4.752186,6.141974,14.790332,11.525651,5.950387,2
318,'2022/08/22 14:02:51:566',2,-49.526825,98.439842,-9.381701,-35.731773,-20.317286,-8.992482,-17.024975,-22.6217,-3.134586,-5.653273,-25.223597,-17.779921,-11.103629,-0.506513,-8.495231,-10.537512,-6.593434,-9.365113,-8.943628,3.20804,8.537995,4.752186,6.141974,14.790332,11.525651,5.950387,2
319,'2022/08/22 14:02:51:567',2,-48.874344,100.697502,-8.514539,-37.326077,-14.587671,-9.778193,-17.433697,-19.005301,-1.889826,-5.048654,-23.077137,-16.840631,-11.453182,2.891954,-8.18739,-10.487071,-4.869026,-8.845873,-8.28411,3.911101,10.263958,6.221406,7.290253,12.838752,15.831697,4.741151,2
320,'2022/08/22 14:02:51:567',2,-48.874344,100.697502,-8.514539,-37.326077,-14.587671,-9.778193,-17.433697,-19.005301,-1.889826,-5.048654,-23.077137,-16.840631,-11.453182,2.891954,-8.18739,-10.487071,-4.869026,-8.845873,-8.28411,3.911101,10.263958,6.221406,7.290253,12.838752,15.831697,4.741151,2
321,'2022/08/22 14:02:51:567',2,-48.874344,100.697502,-8.514539,-37.326077,-14.587671,-9.778193,-17.433697,-19.005301,-1.889826,-5.048654,-23.077137,-16.840631,-11.453182,2.891954,-8.18739,-10.487071,-4.869026,-8.845873,-8.28411,3.911101,10.263958,6.221406,7.290253,12.838752,15.831697,4.741151,2
