@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
506,'2022/08/22 14:02:52:134',2,-108.513687,59.271175,9.821996,-2.986171,5.545011,25.02877,-2.717127,-39.49527,-38.265053,-22.692366,-14.565367,-0.039007,-16.860941,-8.220798,-7.860476,-13.056377,-0.724138,6.674379,4.523736,11.957965,2.700866,8.657845,12.55641,6.355271,5.804275,1.610006,2
507,'2022/08/22 14:02:52:139',2,-108.513687,59.271175,9.821996,-2.986171,5.545011,25.02877,-2.717127,-39.49527,-38.265053,-22.692366,-14.565367,-0.039007,-16.860941,-8.220798,-7.860476,-13.056377,-0.724138,6.674379,4.523736,11.957965,2.700866,8.657845,12.55641,6.355271,5.804275,1.610006,2
508,'2022/08/22 14:02:52:139',2,-111.111504,52.872711,8.618011,-8.872046,1.204409,24.226868,-5.495505,-41.099426,-40.248619,-22.054298,-16.932367,-4.024675,-16.786625,-12.168656,-9.172658,-11.647806,-2.057966,5.186606,7.161466,12.168683,4.634265,7.922687,14.132946,3.675572,5.057422,-0.745366,2
509,'2022/08/22 14:02:52:139',2,-111.111504,52.872711,8.618011,-8.872046,1.204409,24.226868,-5.495505,-41.099426,-40.248619,-22.054298,-16.932367,-4.024675,-16.786625,-12.168656,-9.172658,-11.647806,-2.057966,5.186606,7.161466,12.168683,4.634265,7.922687,14.132946,3.675572,5.057422,-0.745366,2
510,'2022/08/22 14:02:52:139',2,-111.111504,52.872711,8.618011,-8.872046,1.204409,24.226868,-5.495505,-41.099426,-40.248619,-22.054298,-16.932367,-4.024675,-16.786625,-12.168656,-9.172658,-11.647806,-2.057966,5.186606,7.161466,12.168683,4.634265,7.922687,14.132946,3.675572,5.057422,-0.745366,2
511,'2022/08/22 14:02:52:148',2,-111.111504,52.872711,8.618011,-8.872046,1.204409,24.226868,-5.495505,-41.099426,-40.248619,-22.054298,-16.932367,-4.024675,-16.786625,-12.168656,-9.172658,-11.647806,-2.057966,5.186606,7.161466,12.168683,4.634265,7.922687,14.132946,3.675572,5.057422,-0.745366,2
512,'2022/08/22 14:02:52:148',2,-113.855598,51.974213,7.720675,-9.885802,3.902711,24.346203,-4.231386,-41.171391,-38.847816,-22.57456,-16.285831,-1.248216,-17.753445,-9.602599,-7.638237,-12.403308,0.487206,7.106984,6.566965,14.238386,7.266008,9.39482,14.565972,3.889041,2.721688,-0.957115,2
513,'2022/08/22 14:02:52:149',2,-113.855598,51.974213,7.720675,-9.885802,3.902711,24.346203,-4.231386,-41.171391,-38.847816,-22.57456,-16.285831,-1.248216,-17.753445,-9.602599,-7.638237,-12.403308,0.487206,7.106984,6.566965,14.238386,7.266008,9.39482,14.565972,3.889041,2.721688,-0.957115,2
514,'2022/08/22 14:02:52:149',2,-113.855598,51.974213,7.720675,-9.885802,3.902711,24.346203,-4.231386,-41.171391,-38.847816,-22.57456,-16.285831,-1.248216,-17.753445,-9.602599,-7.638237,-12.403308,0.487206,7.106984,6.566965,14.238386,7.266008,9.39482,14.565972,3.889041,2.721688,-0.957115,2
515,'2022/08/22 14:02:52:166',2,-113.855598,51.974213,7.720675,-9.885802,3.902711,24.346203,-4.231386,-41.171391,-38.847816,-22.57456,-16.285831,-1.248216,-17.753445,-9.602599,-7.638237,-12.403308,0.487206,7.106984,6.566965,14.238386,7.266008,9.39482,14.565972,3.889041,2.721688,-0.957115,2
516,'2022/08/22 14:02:52:167',2,-113.924805,51.103294,7.744687,-6.361105,5.891224,23.850914,-3.168649,-38.286526,-40.650997,-24.559317,-17.555975,-0.239156,-12.859788,-9.196862,-7.855202,-11.148088,-1.156171,3.832104,8.08578,13.735163,8.667969,12.584656,12.288071,2.827688,4.189163,0.484046,2
517,'2022/08/22 14:02:52:167',2,-113.924805,51.103294,7.744687,-6.361105,5.891224,23.850914,-3.168649,-38.286526,-40.650997,-24.559317,-17.555975,-0.239156,-12.859788,-9.196862,-7.855202,-11.148088,-1.156171,3.832104,8.08578,13.735163,8.667969,12.584656,12.288071,2.827688,4.189163,0.484046,2
518,'2022/08/22 14:02:52:167',2,-113.924805,51.103294,7.744687,-6.361105,5.891224,23.850914,-3.168649,-38.286526,-40.650997,-24.559317,-17.555975,-0.239156,-12.859788,-9.196862,-7.855202,-11.148088,-1.156171,3.832104,8.08578,13.735163,8.667969,12.584656,12.288071,2.827688,4.189163,0.484046,2
519,'2022/08/22 14:02:52:183',2,-113.924805,51.103294,7.744687,-6.361105,5.891224,23.850914,-3.168649,-38.286526,-40.650997,-24.559317,-17.555975,-0.239156,-12.859788,-9.196862,-7.855202,-11.148088,-1.156171,3.832104,8.08578,13.735163,8.667969,12.584656,12.288071,2.827688,4.189163,0.484046,2
520,'2022/08/22 14:02:52:183',2,-116.181892,54.550579,8.317046,-7.991515,2.924755,21.171001,-3.941872,-36.404778,-40.673916,-23.528658,-14.50009,-7.411,-15.616311,-8.974104,-6.571893,-12.582671,-1.198714,6.371015,3.781786,14.741199,5.81355,8.591662,13.692528,4.697846,5.312108,-1.491514,2
521,'2022/08/22 14:02:52:183',2,-116.181892,54.550579,8.317046,-7.991515,2.924755,21.171001,-3.941872,-36.404778,-40.673916,-23.528658,-14.50009,-7.411,-15.616311,-8.974104,-6.571893,-12.582671,-1.198714,6.371015,3.781786,14.741199,5.81355,8.591662,13.692528,4.697846,5.312108,-1.491514,2
522,'2022/08/22 14:02:52:184',2,-116.181892,54.550579,8.317046,-7.991515,2.924755,21.171001,-3.941872,-36.404778,-40.673916,-23.528658,-14.50009,-7.411,-15.616311,-8.974104,-6.571893,-12.582671,-1.198714,6.371015,3.781786,14.741199,5.81355,8.591662,13.692528,4.697846,5.312108,-1.491514,2
523,'2022/08/22 14:02:52:185',2,-116.181892,54.550579,8.317046,-7.991515,2.924755,21.171001,-3.941872,-36.404778,-40.673916,-23.528658,-14.50009,-7.411,-15.616311,-8.974104,-6.571893,-12.582671,-1.198714,6.371015,3.781786,14.741199,5.81355,8.591662,13.692528,4.697846,5.312108,-1.491514,2
524,'2022/08/22 14:02:52:185',2,-115.706535,54.244049,8.862485,-7.621858,3.883069,24.661076,-3.073125,-38.45557,-36.752853,-21.75955,-15.421893,-1.376048,-16.424067,-9.62466,-9.132763,-9.575212,2.741268,5.495221,7.970121,16.140366,5.921784,12.398765,12.58235,3.3771,5.632498,-0.746721,2
525,'2022/08/22 14:02:52:185',2,-115.706535,54.244049,8.862485,-7.621858,3.883069,24.661076,-3.073125,-38.45557,-36.752853,-21.75955,-15.421893,-1.376048,-16.424067,-9.62466,-9.132763,-9.575212,2.741268,5.495221,7.970121,16.140366,5.921784,12.398765,12.58235,3.3771,5.632498,-0.746721,2
526,'2022/08/22 14:02:52:185',2,-115.706535,54.244049,8.862485,-7.621858,3.883069,24.661076,-3.073125,-38.45557,-36.752853,-21.75955,-15.421893,-1.376048,-16.424067,-9.62466,-9.132763,-9.575212,2.741268,5.495221,7.970121,16.140366,5.921784,12.398765,12.58235,3.3771,5.632498,-0.746721,2
527,'2022/08/22 14:02:52:198',2,-115.706535,54.244049,8.862485,-7.621858,3.883069,24.661076,-3.073125,-38.45557,-36.752853,-21.75955,-15.421893,-1.376048,-16.424067,-9.62466,-9.132763,-9.575212,2.741268,5.495221,7.970121,16.140366,5.921784,12.398765,12.58235,3.3771,5.632498,-0.746721,2
528,'2022/08/22 14:02:52:198',2,-115.069351,51.138859,4.55416,-7.102588,2.504186,21.60161,-3.182255,-36.150883,-37.685234,-24.262728,-15.406895,-3.112177,-17.177622,-9.298145,-6.885036,-9.933587,2.506336,5.634602,8.96921,17.687149,6.268264,12.761036,14.318213,5.031966,3.283481,-0.543398,2
529,'2022/08/22 14:02:52:198',2,-115.069351,51.138859,4.55416,-7.102588,2.504186,21.60161,-3.182255,-36.150883,-37.685234,-24.262728,-15.406895,-3.112177,-17.177622,-9.298145,-6.885036,-9.933587,2.506336,5.634602,8.96921,17.687149,6.268264,12.761036,14.318213,5.031966,3.283481,-0.543398,2
530,'2022/08/22 14:02:52:198',2,-115.069351,51.138859,4.55416,-7.102588,2.504186,21.60161,-3.182255,-36.150883,-37.685234,-24.262728,-15.406895,-3.112177,-17.177622,-9.298145,-6.885036,-9.933587,2.506336,5.634602,8.96921,17.687149,6.268264,12.761036,14.318213,5.031966,3.283481,-0.543398,2
531,'2022/08/22 14:02:52:208',2,-115.069351,51.138859,4.55416,-7.102588,2.504186,21.60161,-3.182255,-36.150883,-37.685234,-24.262728,-15.406895,-3.112177,-17.177622,-9.298145,-6.885036,-9.933587,2.506336,5.634602,8.96921,17.687149,6.268264,12.761036,14.318213,5.031966,3.283481,-0.543398,2
532,'2022/08/22 14:02:52:208',2,-111.257561,51.998341,3.715569,-3.075619,2.535181,23.869448,-3.492989,-38.638145,-33.852985,-24.83975,-16.571575,0.0555,-16.523836,-9.692671,-7.729496,-12.591558,3.701486,6.473554,6.922349,17.369825,4.837602,10.442067,13.770459,4.45908,3.882332,0.956618,2
533,'2022/08/22 14:02:52:208',2,-111.257561,51.998341,3.715569,-3.075619,2.535181,23.869448,-3.492989,-38.638145,-33.852985,-24.83975,-16.571575,0.0555,-16.523836,-9.692671,-7.729496,-12.591558,3.701486,6.473554,6.922349,17.369825,4.837602,10.442067,13.770459,4.45908,3.882332,0.956618,2
534,'2022/08/22 14:02:52:216',2,-111.257561,51.998341,3.715569,-3.075619,2.535181,23.869448,-3.492989,-38.638145,-33.852985,-24.83975,-16.571575,0.0555,-16.523836,-9.692671,-7.729496,-12.591558,3.701486,6.473554,6.922349,17.369825,4.837602,10.442067,13.770459,4.45908,3.882332,0.956618,2
535,'2022/08/22 14:02:52:217',2,-111.057129,50.696655,6.660541,-6.077703,1.573465,21.654799,-1.085585,-39.080864,-37.338081,-22.567892,-17.481844,-3.666186,-16.721928,-8.596106,-8.374439,-12.192474,0.76053,4.838212,7.556062,14.777775,5.695693,11.478009,13.593502,2.366008,4.395718,-0.130486,2
536,'2022/08/22 14:02:52:217',2,-111.057129,50.696655,6.660541,-6.077703,1.573465,21.654799,-1.085585,-39.080864,-37.338081,-22.567892,-17.481844,-3.666186,-16.721928,-8.596106,-8.374439,-12.192474,0.76053,4.838212,7.556062,14.777775,5.695693,11.478009,13.593502,2.366008,4.395718,-0.130486,2
537,'2022/08/22 14:02:52:218',2,-111.057129,50.696655,6.660541,-6.077703,1.573465,21.654799,-1.085585,-39.080864,-37.338081,-22.567892,-17.481844,-3.666186,-16.721928,-8.596106,-8.374439,-12.192474,0.76053,4.838212,7.556062,14.777775,5.695693,11.478009,13.593502,2.366008,4.395718,-0.130486,2
538,'2022/08/22 14:02:52:228',2,-111.057129,50.696655,6.660541,-6.077703,1.573465,21.654799,-1.085585,-39.080864,-37.338081,-22.567892,-17.481844,-3.666186,-16.721928,-8.596106,-8.374439,-12.192474,0.76053,4.838212,7.556062,14.777775,5.695693,11.478009,13.593502,2.366008,4.395718,-0.130486,2
539,'2022/08/22 14:02:52:228',2,-113.220291,51.148224,8.735988,-8.696344,3.693463,25.530916,-3.645652,-39.075481,-39.01173,-24.650814,-16.480553,-2.816105,-15.269127,-6.635327,-6.655507,-13.232802,-1.522373,4.521524,5.587184,15.404288,8.24519,13.954091,13.65029,0.546779,2.264931,0.760625,2
540,'2022/08/22 14:02:52:228',2,-113.220291,51.148224,8.735988,-8.696344,3.693463,25.530916,-3.645652,-39.075481,-39.01173,-24.650814,-16.480553,-2.816105,-15.269127,-6.635327,-6.655507,-13.232802,-1.522373,4.521524,5.587184,15.404288,8.24519,13.954091,13.65029,0.546779,2.264931,0.760625,2
541,'2022/08/22 14:02:52:229',2,-113.220291,51.148224,8.735988,-8.696344,3.693463,25.530916,-3.645652,-39.075481,-39.01173,-24.650814,-16.480553,-2.816105,-15.269127,-6.635327,-6.655507,-13.232802,-1.522373,4.521524,5.587184,15.404288,8.24519,13.954091,13.65029,0.546779,2.264931,0.760625,2
542,'2022/08/22 14:02:52:240',2,-113.220291,51.148224,8.735988,-8.696344,3.693463,25.530916,-3.645652,-39.075481,-39.01173,-24.650814,-16.480553,-2.816105,-15.269127,-6.635327,-6.655507,-13.232802,-1.522373,4.521524,5.587184,15.404288,8.24519,13.954091,13.65029,0.546779,2.264931,0.760625,2
543,'2022/08/22 14:02:52:240',2,-110.988647,51.146633,4.65525,-6.14232,2.5806,25.152294,-3.470847,-41.198177,-36.556393,-26.295719,-19.638351,0.624088,-16.113111,-8.60334,-7.334179,-13.60576,-0.153117,1.848212,4.911032,16.320692,8.180756,12.73351,12.89364,1.890524,3.241486,-1.121754,2
544,'2022/08/22 14:02:52:240',2,-110.988647,51.146633,4.65525,-6.14232,2.5806,25.152294,-3.470847,-41.198177,-36.556393,-26.295719,-19.638351,0.624088,-16.113111,-8.60334,-7.334179,-13.60576,-0.153117,1.848212,4.911032,16.320692,8.180756,12.73351,12.89364,1.890524,3.241486,-1.121754,2
545,'2022/08/22 14:02:52:240',2,-110.988647,51.146633,4.65525,-6.14232,2.5806,25.152294,-3.470847,-41.198177,-36.556393,-26.295719,-19.638351,0.624088,-16.113111,-8.60334,-7.334179,-13.60576,-0.153117,1.848212,4.911032,16.320692,8.180756,12.73351,12.89364,1.890524,3.241486,-1.121754,2
546,'2022/08/22 14:02:52:251',2,-110.988647,51.146633,4.65525,-6.14232,2.5806,25.152294,-3.470847,-41.198177,-36.556393,-26.295719,-19.638351,0.624088,-16.113111,-8.60334,-7.334179,-13.60576,-0.153117,1.848212,4.911032,16.320692,8.180756,12.73351,12.89364,1.890524,3.241486,-1.121754,2
547,'2022/08/22 14:02:52:252',2,-115.353516,53.954601,5.697392,-7.594581,5.023503,22.838238,-2.589843,-42.329865,-39.925064,-27.362692,-16.950172,-2.885542,-15.436147,-7.284839,-10.325566,-13.414498,-1.123277,-0.784765,4.656407,13.887145,7.86644,10.062971,10.33163,2.19414,4.415864,-2.672097,2
548,'2022/08/22 14:02:52:252',2,-115.353516,53.954601,5.697392,-7.594581,5.023503,22.838238,-2.589843,-42.329865,-39.925064,-27.362692,-16.950172,-2.885542,-15.436147,-7.284839,-10.325566,-13.414498,-1.123277,-0.784765,4.656407,13.887145,7.86644,10.062971,10.33163,2.19414,4.415864,-2.672097,2
549,'2022/08/22 14:02:52:252',2,-115.353516,53.954601,5.697392,-7.594581,5.023503,22.838238,-2.589843,-42.329865,-39.925064,-27.362692,-16.950172,-2.885542,-15.436147,-7.284839,-10.325566,-13.414498,-1.123277,-0.784765,4.656407,13.887145,7.86644,10.062971,10.33163,2.19414,4.415864,-2.672097,2
550,'2022/08/22 14:02:52:263',2,-115.353516,53.954601,5.697392,-7.594581,5.023503,22.838238,-2.589843,-42.329865,-39.925064,-27.362692,-16.950172,-2.885542,-15.436147,-7.284839,-10.325566,-13.414498,-1.123277,-0.784765,4.656407,13.887145,7.86644,10.062971,10.33163,2.19414,4.415864,-2.672097,2
551,'2022/08/22 14:02:52:263',2,-111.196274,54.126213,8.748789,-2.981926,7.069761,27.675825,-2.574511,-41.07563,-36.654896,-23.556606,-18.613255,-2.731719,-10.625267,-5.096504,-10.214272,-13.271399,1.094354,2.416561,2.125456,15.159533,6.14297,8.885411,13.182392,3.61114,5.52805,-1.063278,2
552,'2022/08/22 14:02:52:263',2,-111.196274,54.126213,8.748789,-2.981926,7.069761,27.675825,-2.574511,-41.07563,-36.654896,-23.556606,-18.613255,-2.731719,-10.625267,-5.096504,-10.214272,-13.271399,1.094354,2.416561,2.125456,15.159533,6.14297,8.885411,13.182392,3.61114,5.52805,-1.063278,2
553,'2022/08/22 14:02:52:263',2,-111.196274,54.126213,8.748789,-2.981926,7.069761,27.675825,-2.574511,-41.07563,-36.654896,-23.556606,-18.613255,-2.731719,-10.625267,-5.096504,-10.214272,-13.271399,1.094354,2.416561,2.125456,15.159533,6.14297,8.885411,13.182392,3.61114,5.52805,-1.063278,2
554,'2022/08/22 14:02:52:274',2,-111.196274,54.126213,8.748789,-2.981926,7.069761,27.675825,-2.574511,-41.07563,-36.654896,-23.556606,-18.613255,-2.731719,-10.625267,-5.096504,-10.214272,-13.271399,1.094354,2.416561,2.125456,15.159533,6.14297,8.885411,13.182392,3.61114,5.52805,-1.063278,2
555,'2022/08/22 14:02:52:275',2,-109.872192,55.39753,5.683652,-2.492138,7.59431,28.955,-3.177005,-41.175163,-36.505138,-24.65671,-15.334493,-3.107234,-13.32428,-4.969394,-7.272836,-16.457161,0.921214,4.204736,2.816116,15.063716,6.170949,10.640388,12.648353,3.479926,4.214028,0.136636,2
556,'2022/08/22 14:02:52:275',2,-109.872192,55.39753,5.683652,-2.492138,7.59431,28.955,-3.177005,-41.175163,-36.505138,-24.65671,-15.334493,-3.107234,-13.32428,-4.969394,-7.272836,-16.457161,0.921214,4.204736,2.816116,15.063716,6.170949,10.640388,12.648353,3.479926,4.214028,0.136636,2
557,'2022/08/22 14:02:52:275',2,-109.872192,55.39753,5.683652,-2.492138,7.59431,28.955,-3.177005,-41.175163,-36.505138,-24.65671,-15.334493,-3.107234,-13.32428,-4.969394,-7.272836,-16.457161,0.921214,4.204736,2.816116,15.063716,6.170949,10.640388,12.648353,3.479926,4.214028,0.136636,2
558,'2022/08/22 14:02:52:287',2,-109.872192,55.39753,5.683652,-2.492138,7.59431,28.955,-3.177005,-41.175163,-36.505138,-24.65671,-15.334493,-3.107234,-13.32428,-4.969394,-7.272836,-16.457161,0.921214,4.204736,2.816116,15.063716,6.170949,10.640388,12.648353,3.479926,4.214028,0.136636,2
559,'2022/08/22 14:02:52:288',2,-110.677002,53.913689,7.891125,-7.047274,5.45638,26.013842,-3.756981,-38.427113,-36.926216,-23.290285,-18.063559,-2.716904,-14.797966,-6.376172,-8.137191,-13.59249,1.97711,4.33273,3.575916,15.287704,7.660626,9.310795,12.775084,3.489067,4.593425,-0.517937,2
560,'2022/08/22 14:02:52:288',2,-110.677002,53.913689,7.891125,-7.047274,5.45638,26.013842,-3.756981,-38.427113,-36.926216,-23.290285,-18.063559,-2.716904,-14.797966,-6.376172,-8.137191,-13.59249,1.97711,4.33273,3.575916,15.287704,7.660626,9.310795,12.775084,3.489067,4.593425,-0.517937,2
561,'2022/08/22 14:02:52:288',2,-110.677002,53.913689,7.891125,-7.047274,5.45638,26.013842,-3.756981,-38.427113,-36.926216,-23.290285,-18.063559,-2.716904,-14.797966,-6.376172,-8.137191,-13.59249,1.97711,4.33273,3.575916,15.287704,7.660626,9.310795,12.775084,3.489067,4.593425,-0.517937,2
562,'2022/08/22 14:02:52:297',2,-110.677002,53.913689,7.891125,-7.047274,5.45638,26.013842,-3.756981,-38.427113,-36.926216,-23.290285,-18.063559,-2.716904,-14.797966,-6.376172,-8.137191,-13.59249,1.97711,4.33273,3.575916,15.287704,7.660626,9.310795,12.775084,3.489067,4.593425,-0.517937,2
563,'2022/08/22 14:02:52:298',2,-115.649231,48.910175,4.895935,-8.653234,2.769021,25.124161,-3.538331,-39.99712,-37.055378,-26.94985,-20.168135,-1.444629,-16.38521,-7.97434,-7.092691,-13.014558,0.678985,2.823109,5.39601,18.629438,7.962597,10.22694,14.880951,1.551705,1.105014,-1.471876,2
564,'2022/08/22 14:02:52:298',2,-115.649231,48.910175,4.895935,-8.653234,2.769021,25.124161,-3.538331,-39.99712,-37.055378,-26.94985,-20.168135,-1.444629,-16.38521,-7.97434,-7.092691,-13.014558,0.678985,2.823109,5.39601,18.629438,7.962597,10.22694,14.880951,1.551705,1.105014,-1.471876,2
565,'2022/08/22 14:02:52:298',2,-115.649231,48.910175,4.895935,-8.653234,2.769021,25.124161,-3.538331,-39.99712,-37.055378,-26.94985,-20.168135,-1.444629,-16.38521,-7.97434,-7.092691,-13.014558,0.678985,2.823109,5.39601,18.629438,7.962597,10.22694,14.880951,1.551705,1.105014,-1.471876,2
566,'2022/08/22 14:02:52:309',2,-115.649231,48.910175,4.895935,-8.653234,2.769021,25.124161,-3.538331,-39.99712,-37.055378,-26.94985,-20.168135,-1.444629,-16.38521,-7.97434,-7.092691,-13.014558,0.678985,2.823109,5.39601,18.629438,7.962597,10.22694,14.880951,1.551705,1.105014,-1.471876,2
567,'2022/08/22 14:02:52:309',2,-118.461304,49.165745,4.374864,-10.021975,1.765732,24.472973,-4.567406,-38.890076,-36.598831,-24.630068,-17.756239,-6.541095,-15.066425,-6.381578,-8.120275,-10.304771,1.79676,6.954669,5.713317,15.915491,11.355347,11.668044,14.707874,3.307916,4.227042,0.156876,2
568,'2022/08/22 14:02:52:309',2,-118.461304,49.165745,4.374864,-10.021975,1.765732,24.472973,-4.567406,-38.890076,-36.598831,-24.630068,-17.756239,-6.541095,-15.066425,-6.381578,-8.120275,-10.304771,1.79676,6.954669,5.713317,15.915491,11.355347,11.668044,14.707874,3.307916,4.227042,0.156876,2
569,'2022/08/22 14:02:52:309',2,-118.461304,49.165745,4.374864,-10.021975,1.765732,24.472973,-4.567406,-38.890076,-36.598831,-24.630068,-17.756239,-6.541095,-15.066425,-6.381578,-8.120275,-10.304771,1.79676,6.954669,5.713317,15.915491,11.355347,11.668044,14.707874,3.307916,4.227042,0.156876,2
570,'2022/08/22 14:02:52:322',2,-118.461304,49.165745,4.374864,-10.021975,1.765732,24.472973,-4.567406,-38.890076,-36.598831,-24.630068,-17.756239,-6.541095,-15.066425,-6.381578,-8.120275,-10.304771,1.79676,6.954669,5.713317,15.915491,11.355347,11.668044,14.707874,3.307916,4.227042,0.156876,2
571,'2022/08/22 14:02:52:322',2,-120.603981,46.28368,2.757499,-8.634091,-0.328101,20.671989,-5.794385,-37.873501,-37.007076,-26.738598,-18.666187,-4.712112,-17.580832,-5.537064,-11.047713,-9.147695,2.107262,6.204971,5.989442,17.739511,10.236841,13.719407,13.830235,2.772053,4.744198,-1.043833,2
572,'2022/08/22 14:02:52:323',2,-120.603981,46.28368,2.757499,-8.634091,-0.328101,20.671989,-5.794385,-37.873501,-37.007076,-26.738598,-18.666187,-4.712112,-17.580832,-5.537064,-11.047713,-9.147695,2.107262,6.204971,5.989442,17.739511,10.236841,13.719407,13.830235,2.772053,4.744198,-1.043833,2
573,'2022/08/22 14:02:52:323',2,-120.603981,46.28368,2.757499,-8.634091,-0.328101,20.671989,-5.794385,-37.873501,-37.007076,-26.738598,-18.666187,-4.712112,-17.580832,-5.537064,-11.047713,-9.147695,2.107262,6.204971,5.989442,17.739511,10.236841,13.719407,13.830235,2.772053,4.744198,-1.043833,2
574,'2022/08/22 14:02:52:332',2,-120.603981,46.28368,2.757499,-8.634091,-0.328101,20.671989,-5.794385,-37.873501,-37.007076,-26.738598,-18.666187,-4.712112,-17.580832,-5.537064,-11.047713,-9.147695,2.107262,6.204971,5.989442,17.739511,10.236841,13.719407,13.830235,2.772053,4.744198,-1.043833,2
575,'2022/08/22 14:02:52:332',2,-120.184128,50.374947,7.153273,-6.647864,2.914135,21.502237,-0.398693,-36.624199,-30.699034,-23.829256,-19.42042,-3.656672,-12.85123,-6.029342,-7.703296,-8.423106,3.634523,7.157799,5.587821,16.466404,10.841399,15.480617,13.275632,2.188823,4.065144,-0.462422,2
576,'2022/08/22 14:02:52:333',2,-120.184128,50.374947,7.153273,-6.647864,2.914135,21.502237,-0.398693,-36.624199,-30.699034,-23.829256,-19.42042,-3.656672,-12.85123,-6.029342,-7.703296,-8.423106,3.634523,7.157799,5.587821,16.466404,10.841399,15.480617,13.275632,2.188823,4.065144,-0.462422,2
577,'2022/08/22 14:02:52:333',2,-120.184128,50.374947,7.153273,-6.647864,2.914135,21.502237,-0.398693,-36.624199,-30.699034,-23.829256,-19.42042,-3.656672,-12.85123,-6.029342,-7.703296,-8.423106,3.634523,7.157799,5.587821,16.466404,10.841399,15.480617,13.275632,2.188823,4.065144,-0.462422,2
578,'2022/08/22 14:02:52:349',2,-120.184128,50.374947,7.153273,-6.647864,2.914135,21.502237,-0.398693,-36.624199,-30.699034,-23.829256,-19.42042,-3.656672,-12.85123,-6.029342,-7.703296,-8.423106,3.634523,7.157799,5.587821,16.466404,10.841399,15.480617,13.275632,2.188823,4.065144,-0.462422,2
579,'2022/08/22 14:02:52:350',2,-119.490669,52.189362,7.473924,-6.345553,-2.622164,19.975471,-2.336939,-38.204018,-30.290041,-26.907866,-22.066854,-7.463866,-13.090416,-7.386186,-9.712189,-13.774707,1.521726,5.725034,1.034309,13.602969,9.149135,10.360973,10.432099,-0.040399,4.080988,0.063371,2
580,'2022/08/22 14:02:52:350',2,-119.490669,52.189362,7.473924,-6.345553,-2.622164,19.975471,-2.336939,-38.204018,-30.290041,-26.907866,-22.066854,-7.463866,-13.090416,-7.386186,-9.712189,-13.774707,1.521726,5.725034,1.034309,13.602969,9.149135,10.360973,10.432099,-0.040399,4.080988,0.063371,2
581,'2022/08/22 14:02:52:350',2,-119.490669,52.189362,7.473924,-6.345553,-2.622164,19.975471,-2.336939,-38.204018,-30.290041,-26.907866,-22.066854,-7.463866,-13.090416,-7.386186,-9.712189,-13.774707,1.521726,5.725034,1.034309,13.602969,9.149135,10.360973,10.432099,-0.040399,4.080988,0.063371,2
582,'2022/08/22 14:02:52:368',2,-119.490669,52.189362,7.473924,-6.345553,-2.622164,19.975471,-2.336939,-38.204018,-30.290041,-26.907866,-22.066854,-7.463866,-13.090416,-7.386186,-9.712189,-13.774707,1.521726,5.725034,1.034309,13.602969,9.149135,10.360973,10.432099,-0.040399,4.080988,0.063371,2
583,'2022/08/22 14:02:52:369',2,-113.106293,48.211948,18.412302,-7.881734,-3.078429,17.189009,1.37568,-33.001019,-31.417336,-29.061581,-22.301315,-6.794615,-10.500031,-6.132467,-4.832297,-16.316206,-1.727925,1.865772,1.584675,11.398396,11.291732,12.510547,9.418381,2.50409,0.807784,-0.120315,2
584,'2022/08/22 14:02:52:369',2,-113.106293,48.211948,18.412302,-7.881734,-3.078429,17.189009,1.37568,-33.001019,-31.417336,-29.061581,-22.301315,-6.794615,-10.500031,-6.132467,-4.832297,-16.316206,-1.727925,1.865772,1.584675,11.398396,11.291732,12.510547,9.418381,2.50409,0.807784,-0.120315,2
585,'2022/08/22 14:02:52:369',2,-113.106293,48.211948,18.412302,-7.881734,-3.078429,17.189009,1.37568,-33.001019,-31.417336,-29.061581,-22.301315,-6.794615,-10.500031,-6.132467,-4.832297,-16.316206,-1.727925,1.865772,1.584675,11.398396,11.291732,12.510547,9.418381,2.50409,0.807784,-0.120315,2
586,'2022/08/22 14:02:52:374',2,-119.981178,61.884041,24.855116,-5.210469,-6.329738,13.583368,1.243637,-22.553455,-24.538118,-29.42314,-28.983173,-7.546437,-10.8543,0.806083,-1.373542,-13.922312,-7.405415,0.522517,-1.077469,10.932081,9.427323,16.574009,10.921869,-0.020269,2.381751,-3.554511,2
587,'2022/08/22 14:02:52:374',2,-119.981178,61.884041,24.855116,-5.210469,-6.329738,13.583368,1.243637,-22.553455,-24.538118,-29.42314,-28.983173,-7.546437,-10.8543,0.806083,-1.373542,-13.922312,-7.405415,0.522517,-1.077469,10.932081,9.427323,16.574009,10.921869,-0.020269,2.381751,-3.554511,2
